closure_row_id	phase3c_row_id	source_kind	source_file	obligation_classes	blocking_reason	target_disposition_path	disposition	v2_row_pointer	evidence	notes
P3F-CLOSURE-0560	L4-REG-8967B7122CDAE689	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8967B7122CDAE689	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8967B7122CDAE689;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-OBJCOPY;side=WCH;path=bin/riscv32-wch-elf-objcopy;offset=0..1075040;closure_event=P3F-EVENT-1961;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0561	L4-REG-89EFE8DB56070D90	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-89EFE8DB56070D90	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-89EFE8DB56070D90;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-READELF;side=OURS;path=bin/riscv32-wch-elf-readelf;offset=0..1013160;closure_event=P3F-EVENT-1962;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0562	L4-REG-8A1AFECF6C70E63D	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8A1AFECF6C70E63D	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8A1AFECF6C70E63D;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-ARCHIVE;side=UPSTREAM-P2;path=riscv32-wch-elf/bin/ar;offset=0..1138624;closure_event=P3F-EVENT-1963;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0563	L4-REG-8A56E5B4BD217568	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8A56E5B4BD217568	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8A56E5B4BD217568;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-ARCHIVE;side=UPSTREAM-MATCHED;path=bin/riscv32-wch-elf-ranlib;offset=0..1143880;closure_event=P3F-EVENT-1964;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0564	L4-REG-8A94EEFA02E4A51F	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8A94EEFA02E4A51F	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8A94EEFA02E4A51F;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-GCOV;side=OURS;path=bin/riscv32-wch-elf-gcov-dump;offset=0..1249112;closure_event=P3F-EVENT-1965;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0565	L4-REG-8BC344FB0C99E0E9	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8BC344FB0C99E0E9	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8BC344FB0C99E0E9;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-LTO-TOOL-WRAPPERS;side=UPSTREAM-P2;path=bin/riscv32-wch-elf-gcc-ar;offset=0..83256;closure_event=P3F-EVENT-1966;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0566	L4-REG-8C94C8853CDE59B5	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8C94C8853CDE59B5	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-8C94C8853CDE59B5;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-COLLECT2;side=UPSTREAM-MATCHED;path=libexec/gcc/riscv32-wch-elf/15.2.0/collect2;offset=0..1307304;closure_event=P3F-EVENT-1967;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0567	L4-REG-90BC8135797BA429	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-90BC8135797BA429	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-90BC8135797BA429;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-ELFEDIT;side=WCH;path=bin/riscv32-wch-elf-elfedit;offset=0..88720;closure_event=P3F-EVENT-1968;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0568	L4-REG-9170642100812CC7	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-9170642100812CC7	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-9170642100812CC7;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=BINUTILS-LD;side=UPSTREAM-P2;path=riscv32-wch-elf/bin/ld.bfd;offset=0..2131400;closure_event=P3F-EVENT-1969;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0569	L4-REG-918D39E95F6D8332	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-918D39E95F6D8332	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-918D39E95F6D8332;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-GCOV;side=UPSTREAM-P2;path=bin/riscv32-wch-elf-gcov-tool;offset=0..1275176;closure_event=P3F-EVENT-1970;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0570	L4-REG-92AE86384D4F49B0	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-92AE86384D4F49B0	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L4-REG-92AE86384D4F49B0;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-LTO-WRAPPER;side=WCH;path=libexec/gcc/riscv32-wch-elf/15.2.0/lto-wrapper;offset=0..1783280;closure_event=P3F-EVENT-1971;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
